Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
012-000002085,123,12,Department of Labor,MSHA - MSHA Standardized Information System (MSIS),74,,Samples System Conversion & Reengineering,FY09-FY12 - Samples System Conversion and Reengineering: Convert legacy COBOL Samples processing system and integrate into MSIS; redesign as a web-based application; migrate legacy data and integrate into enterprise database and data warehouse; integrate for flexibility in supporting proposed revised dust standard.,01/04/2009,29/02/2012,24/02/2012,30/03/2012,2.405086,-35,-14.71,0.099107,15.49,0.639683,0.540576,12/07/2012,12:42:44,208504,,,,,
012-000002085,123,12,Department of Labor,MSHA - MSHA Standardized Information System (MSIS),75,,Technical Support Services Integration,FY09-FY11 - Technical Support Services Integration: Reengineer the legacy Technical Support systems and integrate into MSIS.,01/05/2009,30/12/2011,30/12/2011,30/09/2011,1.735,91,50,0.089035,53.98,0.164943,0.075908,12/07/2012,12:42:44,208505,,,,,
012-000001015,125,12,Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),3003,,Remigration of Fixed Assets,Rewrite the asset migration code to accommodate an alternate non-standard depreciation method used in CATARS and recently discovered. Perform multiple mock re-migrations and perform production migration. Change Fixed Assets module to accommodate two different depreciation methods (one for migrated assets and another for new assets).,08/08/2011,08/03/2012,08/03/2012,31/08/2012,0.122891,-176,-82.63,0.007309,5.95,0.122891,0.115582,11/08/2012,11:45:28,11898,,,,,
012-000001015,125,12,Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),3004,,GL Data Assessment and Cleanup,"Review and correct existing data in the system. Provide automate continuous monitoring of the data to ensure consistency. Cleanup plan,  expand  control reports, automate alerts.",02/04/2012,25/09/2012,25/09/2012,28/09/2012,519999,-3,-1.7,0,0,0.519999,0.519999,12/06/2012,10:58:33,11928,,,,,
012-000001015,125,12,Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),3005,,Relink Contracts,Relink the contracts between EPS and NCFMS that are currently disconnected (not integrated) and recorded in NCFMS as a miscellaneous obligation (document type 19).,31/10/2011,15/03/2012,15/03/2012,17/02/2012,0.294937,27,19.85,0,0,0.294937,0.294937,14/03/2012,09:35:19,11933,,,,,
012-000001015,125,12,Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),3007,,Completion of Normalization Activities (Phase 5 Closeout),Complete and closeout implementation phase by completion of normalization items.,19/12/2011,22/03/2012,22/03/2012,31/08/2012,0.251938,-162,-172.34,0,0,0.251938,0.251938,11/08/2012,11:45:28,123366,,,,,
012-000001015,125,12,Department of Labor,OCFO - DOL New Core Financial Management System (NCFMS),3013,,Enhance Pcard Module,"Improve Pcard module usability. Provide ability to reconcile across fiscal years, provide ability to handle credits.",03/01/2012,09/07/2012,09/07/2012,01/08/2012,0.335911,-53,-28.19,0,0,0.335911,0.335911,11/08/2012,11:45:28,12996,,,,,
012-000000001,126,12,Department of Labor,ODEP - Disability.gov,98,,Public Outreach & Awareness,"Expand partnership collaboration to improve awareness & participation, ensure quality resources, and lower costs; expand collaboration with citizens by gathering feedback, enhancing participation, and providing customer service.",03/10/2011,28/09/2012,28/09/2012,28/09/2012,1.0153,0,0,0,0,1.0153,1.0153,13/04/2012,07:38:50,101,,,,,
012-000000001,126,12,Department of Labor,ODEP - Disability.gov,99,,Maintenance,"Maintain Disability.gov including security testing, reporting & updates, so that disability-related information, programs, and other resources are available to the widest audience when needed.",03/10/2011,28/09/2012,28/09/2012,28/09/2012,0.7807,0,0,0,0,0.7807,0.7807,13/04/2012,07:38:50,102,,,,,
012-000000001,126,12,Department of Labor,ODEP - Disability.gov,100,,Cloud Migration,Finalize migration from current dedicated infrastructure platform to a cloud infrastructure hosting services platform.,03/10/2011,28/09/2012,30/12/2011,30/12/2011,0.05,0,0,0,0,0.05,0.05,16/02/2012,13:48:16,103,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,103,,DOL Events Management Platform,"Provide the ability utilize the DOL Events Calendar on multiple platforms including mobile devices, web and others.",19/01/2011,21/10/2011,21/10/2011,15/12/2011,0.33,-55,-20,0.108901,51.37,0.211988,0.103087,14/03/2012,08:09:17,2005020000,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,103,,DOL Events Management Platform,"Provide the ability utilize the DOL Events Calendar on multiple platforms including mobile devices, web and others.",19/01/2011,21/10/2011,21/10/2011,15/12/2011,0.33,-55,-20,0.108901,51.37,0.211988,0.103087,14/03/2012,08:09:17,2005020000,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,105,,Feedback Script,Provide an on-screen feedback form for users to tell us if the content on a page on DOL.Gov or LaborNet was helpful to them.,21/01/2011,03/10/2011,03/10/2011,21/10/2011,0.0971,-18,-7.06,0.002105,2.17,0.0971,0.094995,21/02/2012,10:34:57,2005040000,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,106,,DOL Numbers Mobile App,Provide major economic indicators and statistics though a mobile application.,25/07/2011,30/09/2011,30/09/2011,11/11/2011,0.08507,-42,-62.69,0.028851,33.91,0.08507,0.056219,21/02/2012,10:34:57,2005050000,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,109,,Backup software upgrade,Backup software upgrade.,01/07/2011,30/12/2011,30/12/2011,05/06/2012,0.033184,-158,-86.81,0,0,0.013936,0.013936,12/06/2012,10:58:33,2005080000,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,110,,Web Application security scanner,Procure a Web Application security scanner.,01/07/2011,30/12/2011,30/12/2011,06/10/2011,0.007,85,46.7,7.4E-4,10.57,0.007,0.00626,21/02/2012,10:34:57,2005090000,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,2916,,ITIL - OTRS implementation,ITIL - Open-source Ticket Request System (OTRS) implementation.,31/08/2011,17/03/2012,17/03/2012,24/05/2012,0.018643,-68,-34.17,-0.016269,-87.27,0.018643,0.034912,12/06/2012,10:58:33,2005110000,,,,,
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,2917,,Standards for Applications,"The Standards for Applications (SFA, also known as Public Interfaces Template) project will establish a guidelines and standards for LaborNet and DOL.gov public interface design for all Teams to follow.  look and feel for LaborNet, DOL.gov and Mobile applications while incorporating usability and accessibility best practices.",17/10/2011,31/01/2012,31/01/2012,17/02/2012,0.063317,-17,-16.04,0.016159,25.52,0.063317,0.047158,14/03/2012,08:09:17,2005120000,,,,,
012-999990020,130,12,Department of Labor,OASAM - Benefits.gov,79,,FY 2012 Solution Improvements Project (Goal 2: Improve User Experience),"Address Improvements and changes to improve user experience. Identify, design, implement, and test updates to the solution and its components.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.41,0,0,0,0,0.407,0.407,21/08/2012,06:23:33,20020000,,,,,
012-000002015,132,12,Department of Labor,OWCP - Integrated Federal Employees' Compensation System (iFECS),113,,ECOMP,Development of the iFECS ECOMP enhancement.,15/06/2010,28/10/2011,29/09/2010,25/11/2011,2.486,-422,-1029.27,0.015206,13.65,0.111375,0.096169,14/12/2011,13:13:44,201501,,,,,
012-000002015,132,12,Department of Labor,OWCP - Integrated Federal Employees' Compensation System (iFECS),114,,3CI,Centralize Case Create and Imaging Operations.,09/04/2010,23/11/2011,30/09/2010,04/10/2011,0.18,-369,-212.07,-0.124098,-199.14,0.062318,0.186416,15/11/2011,12:13:03,201502,,,,,
012-000002015,132,12,Department of Labor,OWCP - Integrated Federal Employees' Compensation System (iFECS),115,,Maintenance,iFECS Maintenance release activities.,30/09/2011,30/09/2012,30/09/2012,24/09/2012,7.0438,6,1.64,0.072,1.02,7.0438,6.9718,11/08/2012,11:45:29,201503,,,,,
012-000002265,183,12,Department of Labor,OWCP - Energy Compensation System,111,,ECS Deployment,Deliver ECS Release 1.0 to Software Assurance Team and Initial release of ECS to replace the legacy ECMS system.,22/09/2011,31/12/2011,31/12/2011,13/01/2012,0.928,-13,-13,-0.156819,-16.9,0.928,1.084819,22/02/2012,14:32:22,226501,,,,,
012-000002265,183,12,Department of Labor,OWCP - Energy Compensation System,112,,ECS Maintenance Releases,Releases for bug fixes and additional functionality for the new ECS system.,01/10/2011,28/09/2012,28/09/2012,28/09/2012,1.81809,0,0,-0.35061,-19.28,1.81809,2.1687,11/08/2012,11:45:29,226502,,,,,
012-000001055,278,12,Department of Labor,BLS - Consumer Price Index (CPI) Maintenance,1376,,Maintenance - CADC Data Synchronization,Complete testing and deployment of upgrade to CPI Housing survey portion of the CADC subsystem to leverage COTS product for data synchronization.,03/10/2011,29/02/2012,29/02/2012,29/02/2012,0.515,0,0,0.215,41.75,0.515,0.3,13/03/2012,12:00:25,105501,,,,,
012-000001055,278,12,Department of Labor,BLS - Consumer Price Index (CPI) Maintenance,1377,,Maintenance - C&amp;S Database Migration Testing,Testing phase for upgrade of CPI C&amp;S subsystem database that supports CPI program's effort to align with Agency target architecture.,03/10/2011,28/09/2012,28/09/2012,28/09/2012,1.028,0,0,0.283,27.53,1.028,0.745,12/06/2012,10:58:31,105502,,,,,
012-000001055,278,12,Department of Labor,BLS - Consumer Price Index (CPI) Maintenance,1379,,Maintenance - CPI Estimation Subsystem Release 3 Update,Complete analysis through integration testing.  Deliver Release 3 updates for CPI Estimation subsystem acceptance testing to build flexibility and accuracy through consolidation of functions into fewer modules/processes.,03/10/2011,28/09/2012,28/09/2012,28/09/2012,2571000,0,0,0.387,15.05,2.571,2.184,12/06/2012,10:58:31,105504,,,,,
012-000005013,628,12,Department of Labor,PBGC - IT Infrastructure,546,I-IPA,Infrastructure Planning and Acquisition,"Detailed sequencing, budgeting and technical requirements projects ending in deliverables to facilitate agency go/no go decisions on IT Infrastructure Alternatives Analysis recommendations.",07/09/2011,06/09/2012,06/09/2012,06/09/2012,1.304,0,0,0,0,1.304,1.304,21/09/2011,10:58:49,I-IPA,,,,,
012-000005000,635,12,Department of Labor,PBGC - Premium Accounting (PA),516,PAS,Premium Accounting Processing,"The Premium Accounting System (PAS), PBGC's revenue system, records defined benefit plan premium receipts, generates late notices and premium billings, and calculates applicable penalties and interest for late payments.",13/06/2011,30/09/2012,31/10/2011,31/10/2011,2.484,-305,-217.86,0.007,1.72,0.406,0.399,27/10/2011,13:04:40,PAS,,,,,
012-000005001,641,12,Department of Labor,PBGC - Consolidated Financial Systems,515,CFS Revolv,Revolving Fund Interfaces,Revolving Fund Interfaces.,15/09/2010,29/09/2011,15/09/2011,29/09/2011,2.995,-351,-96.16,-0.061,-4.13,1.476,1.537,27/10/2011,10:41:53,CFS Revolv,,,,,
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),233,,IT Modernization Change Management Planning,The development and execution of change management and communication activities to support DOL stakeholders through implementation of IT Modernization initiatives.,30/09/2010,15/12/2011,15/12/2011,16/12/2011,2.010908,-1,-0.39,0.002,0.36,0.55,0.548,13/04/2012,07:38:26,359401,,,,,
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),234,,IT Modernization Enterprise Architecture,"The development of target Enterprise Archetecture to suit IT Infrastructure modernization. Includes determining the IT Infrastructure transition , sequencing, and execution strategies which will guide DOL to the future state architecture.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,1.598,0,0,0,0,0.2,0.2,23/02/2012,07:04:59,359402,,,,,
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),236,,Manage Trusted Internet Protocol Services (MTIPS),The MTIPS Project is an OMB-mandated initiative to reduce the risk of external exposure to security hazards that can be applied to DOL Internet traffic. OMB mandated in 2007 that all Executive Departments and related agencies needed to implement measures to reduce the number of external Internet connections to as few as possible and after MTIPS is in place in FY2012. The MTIPS project will put in place one infrastructure for DOL and this single infrastructure will include security services.,15/03/2010,30/09/2012,28/09/2012,30/09/2012,1,-2,-0.44,-0.045173,-5.02,0.9,0.945173,12/07/2012,12:42:44,359404,,,,,
012-000003595,844,12,Department of Labor,DOL - IT Infrastructure Modernization (DITIM),238,,Email as a Service (EaaS),The planning and implementation of a cloud email services throughout DOL.,01/05/2011,30/09/2012,28/09/2012,30/09/2013,6,-367,-80.66,0,0,4.35,4.35,13/08/2012,07:12:24,359406,,,,,
012-000003615,1047,12,Department of Labor,OWCP - OWCP Workers' Compensation System,117,,Initial Planning for OWCS,Initial planning stage of SDLCM including document creation and staffing for requirements.,09/07/2012,28/09/2012,28/09/2012,28/09/2012,0.005,0,0,0,0,0.005,0.005,11/08/2012,11:45:29,361501,,,,,
014-000000012,718,14,Department of State,A-LM - Integrated Logistics Management System,1537,,Fleet Management Information System,"Build, test and pilot ILMS module to support motorpool operations world-wide with one standardized web-based solution to manage the Department's global fleet including vehicle registration, employee management, dispatch, maintenance, fuel, and reporting and querying.",01/10/2009,30/09/2012,30/09/2012,30/12/2011,3.289,275,37.67,-0.31682,-14.08,2.25,2.56682,30/03/2012,10:48:50,10,,,,,
014-000000012,718,14,Department of State,A-LM - Integrated Logistics Management System,1539,,Expendables,"Build, test and pilot ILMS module for all Expendables orders. The module replaces the current WebPass Expendables module and builds required integration with Ariba for all Expendables orders.",01/10/2010,28/09/2012,28/09/2012,30/03/2012,1.45,28,7.76,-0.067912,-27.16,0.25,0.317912,30/05/2012,05:37:38,24,,,,,
014-000000014,730,14,Department of State,Travel Manager Program,1674,,e-Gov Travel Service (ETS1) DME,The purpose of this project is to migrate DoS to a GSA approved e-Gov Travel provider and ehance e2 Solutions to address Department of State specific business requirements.,01/10/2009,30/09/2011,30/09/2011,31/05/2012,5.624,-336,-92.31,-0.581029,-21.33,2.7235,3.304529,31/08/2012,09:21:19,3,,,,,
014-000000014,730,14,Department of State,Travel Manager Program,1675,,Contingency to support the e-Gov Travel Service II (ETS2) initiative,The purpose of this activity is to conduct the due diligence necessary to determine whether any ETS2 service providers meet the Department's travel requirements under this government-wide initiative managed by GSA.,01/01/2011,30/09/2011,30/09/2011,30/09/2011,0.194,0,0,0.110295,57.04,0.193375,0.08308,31/08/2012,09:21:19,4,,,,,
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),1530,,DOS Segment 1 - Incremental Financial System Improvements,"Accounts Receivable migration to the Global Financial Management System (GFMS), Virtual Merge Phase 1 to implement integration improvements between GFMS and the Regional Financial Management System (RFMS); and GFMS data warehouse enhancements; and software releases addressing high priorty adaptive enhancements..",01/10/2010,31/01/2012,30/09/2011,31/01/2012,5.608,-123,-33.79,-0.151611,-2.7,5.607088,5.758699,31/08/2012,09:12:40,27,,,,,
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),1531,,DOS Segment 2 - Incremental Financial System Improvements,"Virtual Merge Phase 2 to automate obligation of Regional Financial Management System (RFMS) overseas funds in Global Financial Management System (GFMS) contract awards, integrate common vendors used for contract awards between GFMS and RFMS, and implement systems assurance for integrated RFMS and GFMS transactions; GFMS data warehouse enhancements; and software releases addressing high priorty adaptive enhancements.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,4.101,0,0,-0.075879,-1.85,4.100924,4.176803,31/08/2012,09:12:40,28,,,,,
