Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),1530,,DOS Segment 1 - Incremental Financial System Improvements,"Accounts Receivable migration to the Global Financial Management System (GFMS), Virtual Merge Phase 1 to implement integration improvements between GFMS and the Regional Financial Management System (RFMS); and GFMS data warehouse enhancements; and software releases addressing high priorty adaptive enhancements..",01/10/2010,31/01/2012,30/09/2011,31/01/2012,5.608,-123,-33.79,-0.151611,-2.7,5.607088,5.758699,31/08/2012,09:12:40,27,,,,,
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),1531,,DOS Segment 2 - Incremental Financial System Improvements,"Virtual Merge Phase 2 to automate obligation of Regional Financial Management System (RFMS) overseas funds in Global Financial Management System (GFMS) contract awards, integrate common vendors used for contract awards between GFMS and RFMS, and implement systems assurance for integrated RFMS and GFMS transactions; GFMS data warehouse enhancements; and software releases addressing high priorty adaptive enhancements.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,4.101,0,0,-0.075879,-1.85,4.100924,4.176803,31/08/2012,09:12:40,28,,,,,
014-000000018,734,14,Department of State,Joint Financial Management System (JFMS),1532,,DOS Segment 3 - Planning &amp; Budgeting Systems,Define conceptual vision for common planning &amp; budgeting platform and document acquisition strategy; deliver WebRABIT software release addressing high priority enhancements.,01/10/2010,30/09/2012,30/09/2012,31/12/2012,3.9,-92,-12.6,1.238132,31.75,3.9,2.661868,31/08/2012,09:12:40,29,,,,,
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),1568,,IPMS Enterprise Services Infrastructure Enhancement,This initiative makes essential hardware enhancements to the IPMS infrastructure to enable virtualization and disaster recovery.,01/10/2009,30/09/2012,29/09/2012,31/01/2012,5.846,242,33.2,-0.178001,-4.61,3.859752,4.037753,30/04/2012,16:01:06,38,,,,,
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),3167,,IPMS Alternatives & HRLoB SSC Analysis,"An OMB A-11 mandated Benefit-Cost Analysis to include three viable alternatives, in addition to the status quo.",01/01/2011,31/12/2011,30/12/2011,31/12/2011,1.148,-1,-0.28,-1.0E-6,0,1.147145,1.147146,29/06/2012,12:51:11,44,,,,,
014-000000024,736,14,Department of State,Integrated Personnel Management System (IPMS),3173,,IPMS Operations & Maintenance - FY 2012,Overall IPMS O&M Support.,01/10/2011,30/09/2012,29/09/2012,29/09/2012,22.831,0,0,0,0,22.830001,22.830001,31/05/2012,12:33:22,57,,,,,
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),1562,,FY11 FACTS Info Development,"This initiative includes the Project Planning, Security Planning, Project Management, Hardware/Software, End User Training, Documentation, Delivery & Transfer to Operations, and Enhancements associated with the Budget Formulation requirements, OP, CP, and PPR builds in the FACTS Info system.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,1.7749,0,0,-0.139001,-7.83,1.774887,1.913888,30/11/2011,12:29:38,11,,,,,
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),1563,,FY11 PEPFAR Module Development,"This initiative includes the Design, Development, Testing, and Deployment of a PEPFAR data collection and reporting module in the FACTS Info system. Upon completion, the project will deliver a single source for full PEPFAR data collection and reporting of HIV/AIDS funding. The modules will be available to all internal and external PEPFAR implementing agency users at sites located around the world, both in and outside of embassy compounds.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,1.1033,0,0,0.053832,4.88,1.103251,1.049419,30/11/2011,12:29:39,12,,,,,
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),1564,,FY12 FACTS Info Development,"Includes same entries as FY11 FACTS Info Development. Also, many changes are occurring within the budgeting and performance reporting of Foreign Assistance, driven by several initiatives, including: Streamlining, Quadrennial Diplomacy and Development Review (QDDR), and USAID Forward. As a result of this, FACTS Info may potentially support the data collection needs for the following initiatives: GHI, GHFSI, and GCC.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,2.2095,0,0,0,0,2.209471,2.209471,28/02/2012,14:03:56,14,,,,,
014-000000329,743,14,Department of State,Foreign Assistance Coordination and Tracking System (FACTS),1565,,FY12 PEPFAR Module Development,"This initiative includes the Design, Development, Testing, and Deployment of a PEPFAR data collection and reporting module in the FACTS Info system. Upon completion, the project will deliver a single source for full PEPFAR data collection and reporting of HIV/AIDS funding. The modules will be available to all internal and external PEPFAR implementing agency users at sites located around the world, both in and outside of embassy compounds.",01/10/2011,30/09/2012,30/08/2012,30/08/2012,1.45873,-1,-0.3,0,0,1.458727,1.458727,23/12/2011,08:46:32,15,,,,,
014-000000039,1130,14,Department of State,Application Services,2951,,DoSSS (Sharepoint),Enterprise Hosting of Sharepoint for the Department.,25/02/2008,30/09/2017,30/09/2012,30/09/2012,63.106,0,0,-0.035455,-0.5,7.162065,7.19752,31/08/2012,08:56:54,1,,,,,
014-000000039,1130,14,Department of State,Application Services,2953,,Data Management,"Maximize the accessibility, reusability, reliability, and overall quality of the Department of State enterprise data.",29/09/2008,30/09/2017,30/09/2012,30/09/2012,20.794,0,0,0,0,3.092999,3.092999,30/05/2012,12:13:57,3,,,,,
014-000000039,1130,14,Department of State,Application Services,2954,,eCountry Clearance,A web-based application that manages permission requests for travel to US overseas posts.,27/02/2007,30/09/2017,08/10/2012,30/09/2012,3.611,8,2.14,0,0,0.7525,0.7525,31/08/2012,08:56:54,4,,,,,
014-000000039,1130,14,Department of State,Application Services,2955,,Enterprise Application Integration (EAI),Reduces stove piped systems by facilitating applications integration and managing the data flows using the enterprise service bus within a secure environment.,03/10/2005,30/09/2017,30/09/2012,30/09/2012,12.985,0,0,0,0,2.0936,2.0936,30/03/2012,10:38:01,5,,,,,
014-000000039,1130,14,Department of State,Application Services,2956,,Enterprise Data Warehouse (EDW),Combines information from different transactional systems across the Department to support analysis for senior management decision making.,29/09/2008,30/09/2017,30/09/2012,30/09/2012,43.979,0,0,-1.68486,-82.83,2.03414,3.719,31/08/2012,08:56:54,6,,,,,
014-000000026,1131,14,Department of State,Data Center Services and Hosting,2957,,ESOC,Operations and Maintenance of the ESOCs.,01/10/2003,30/09/2017,30/09/2012,30/09/2012,35.603,0,0,0,0,35.602873,35.602873,30/03/2012,09:40:07,1,,,,,
014-000000026,1131,14,Department of State,Data Center Services and Hosting,2958,,Compensation Support,Payroll Systems for FTEs.,01/10/2006,30/09/2017,30/09/2012,30/09/2012,6.63,0,0,0,0,6.63,6.63,30/03/2012,09:40:07,2,,,,,
014-000000026,1131,14,Department of State,Data Center Services and Hosting,2959,,BEC,IRM Business Engagement Center.,01/10/2008,30/09/2017,30/09/2012,30/09/2012,1.607,0,0,0,0,1.607,1.607,30/05/2012,05:43:49,3,,,,,
014-000000026,1131,14,Department of State,Data Center Services and Hosting,2960,,Systems Integration Office (SIO),Systems Integration Office.,01/10/2007,30/09/2017,30/09/2012,30/09/2012,1.02,0,0,0,0,1.02,1.02,30/05/2012,05:43:49,4,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2965,,Contingency INMARSAT Refresh,"Procure and Deploy upgraded small, medium, and large scale &quot;Fly Away&quot; emergency communications packages, providing capabiliites anywhere from basic Internet and voice to large scale OpenNet and ClassNet connectivity. Support Major Events.",01/10/2011,30/09/2032,30/09/2012,30/09/2012,5461,0,0,0,0,5.461,5.461,31/08/2012,09:02:03,1,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2966,,Global IT Modernization PMA,"Centrally managed modernization, procurement, and deployment of the Department's Office Automation and support server infrastructure.",01/10/2011,30/09/2032,30/09/2012,30/09/2012,98339,0,0,0,0,98.339,98.339,31/08/2012,09:02:03,2,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2967,,Digital Services,LWS Division operations and Global Digital Support services.,01/10/2011,30/09/2032,30/09/2012,30/09/2012,1522,0,0,0,0,1.522,1.522,31/08/2012,09:02:04,3,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2968,,IT Installations (LWS/ITL),Support for IT data infrastucture at Embassies and Missions overseas.,01/10/2011,30/09/2032,30/09/2012,30/09/2012,1701,0,0,0,0,1.701,1.701,31/08/2012,09:02:04,4,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2969,,New Embassy Compound Moves,Relocation of command and control (C2) Circuitry and equipment from old overseas missions to new office buildings.,01/10/2011,30/09/2032,30/09/2012,30/09/2012,1491,0,0,0,0,1.491,1.491,31/08/2012,09:02:04,5,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2971,,Post Telephones,"Replace the Department's obsolete telephone systems with modern, reliable, digital systems capable of delivering a full range of services.",01/10/2011,30/09/2032,30/09/2012,30/09/2012,8104,0,0,0,0,8.104,8.104,31/08/2012,09:02:04,7,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2972,,Video Collaboration,"Provides world-wide Secure Video and Data Collaboration (SVDC) over ClassNet, unclassified OpenNet Video and Data Collaboration (ONVDC) and 24 hour staffing of the Video Program Office (VPO) for video-conference management and services.",01/10/2011,30/09/2032,30/09/2012,30/09/2012,2978,0,0,0,0,2.978,2.978,31/08/2012,09:02:04,8,,,,,
014-000000044,1133,14,Department of State,"Deployment, Maintenance, and Refresh Services",2973,,Voice Technology,"Provide domestic and worldwide radio communications for VIP, Secretary of State, dignitary protection, and emergency situations. This program is critical for the safety of U.S. personnel, property, equipment, and interests around the world.",01/10/2011,30/09/2032,30/09/2012,30/09/2012,23363,0,0,0,0,23.363,23.363,31/08/2012,09:02:04,9,,,,,
014-000000034,1134,14,Department of State,Legacy Consular Systems,2974,,American Citizens Services,"The objective of the ACS initiative is to provide Consular officers and CA staff with a suite of specialized applications to support the protection and welfare of American citizens abroad. As a result of this initiative, CA is able to provide outstanding service to US citizens worldwide in areas such as registration of Americans living abroad, passport issuance, recording of births, deaths, arrests, and property accountability. This initiative also allows CA to support changes in legislation, congressional mandates, or emergency requests from the stakeholders in the Bureau of Consular Affairs.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,6.2,0,0,-0.194591,-3.14,6.2,6.394591,31/08/2012,09:14:26,1,,,,,
014-000000034,1134,14,Department of State,Legacy Consular Systems,,,Travel Document Systems Support,"The objective of the TDIS-PD initiative is to provide ongoing systems support for domestic passport issuance. As a result of this initiative, CA has been able rapid, secure service in the face of record passport demand - well over 12 million per year. This initiative also allows CA to support changes in legislation, congressional mandates, or emergency requests from the stakeholders in the Bureau of Consular Affairs.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,13,0,0,3.570842,27.47,13,9.429158,31/08/2012,09:14:26,2811,,,,,
014-000000034,1134,14,Department of State,Legacy Consular Systems,2976,,Administrative and Management Systems Support  (AMS),"The objective of the AMS initiative is to provide our internal customers with a set of digital tools to manage resources more efficiently. As a result of this initiative, CST leadership have enhanced visibility into business-line activities to ensure resources are managed for peak performance, increasing utilization of resources in key mission delivery and mission support areas.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,5.7,0,0,0.090965,1.6,5.7,5.609035,31/08/2012,09:14:26,48611,,,,,
014-000000034,1134,14,Department of State,Legacy Consular Systems,2977,,"Business Intelligence, Analytics and Reporting","The objective of the BI initiative is to provide CST management and stakeholders with Analytics and Reporting services to increase the efficiency and effectiveness of CA's business processes and mission, as well as the government wide effort to appropriately and effectively share information. As a result of this initiative, CST management and stakeholders have access to high-quality data and analytics in the areas of fraud, risk analysis, watch phrase, and global text search.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,12.2,0,0,6.392494,52.4,12.2,5.807506,31/08/2012,09:14:26,48622,,,,,
014-000000034,1134,14,Department of State,Legacy Consular Systems,2978,,Intranet/Internet Website Development &amp; Support,"The objective of this initiative is to maintain and provide technical support for informational and public outreach web sites on the Internet. It also includes supporting internal websites on the DoS OpenNet and ClassNet Intranets, and Intelink (previously known as SIPRNET). As a result of this initiative, travelers have access to high-quality Consular information through sites such as travel.state.gov.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,8.6,0,0,-8.800745,-102.33,8.6,17.400745,31/08/2012,09:14:26,48633,,,,,
014-000000034,1134,14,Department of State,Legacy Consular Systems,2979,,Visa Systems Support,"The objective of the Visa Systems Support initiative is to provide on-going maintenance and support for consular automated systems that support the Visa issuance process both domestically and overseas. This includes but is not limited to immigrant/non-immigrant visas. As a result of this initiative, Consular officers around the world have support from systems that allow them to process over seven million non-immigrant visa applications and nearly 700,000 immigrant visa applications per year. This initiative slso allows CA to support changes in legislation, congressional mandates, or emergency requests from the stakeholders in the Bureau of Consular Affairs.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,12.8,0,0,1.682639,13.15,12.8,11.117361,31/08/2012,09:14:26,48644,,,,,
014-000000048,1136,14,Department of State,Security/Cyber Security Services,2991,,AIS Security Infrastructure Support Program,Provides technical cyber security operational support to the Department's IT infrastructure.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,31830,0,0,0,0,31.83,31.83,28/06/2012,06:34:36,1,,,,,
014-000000048,1136,14,Department of State,Security/Cyber Security Services,2993,,Communications Security Audit Program,Ensures audits are conducted for each ComSec account.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,2058,0,0,0,0,2.058,2.058,31/05/2012,07:02:25,3,,,,,
014-000000048,1136,14,Department of State,Security/Cyber Security Services,,,Electronic Key Management System,Provides cryptographic keying material and equipment.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,4636,0,0,0,0,4.636,4.636,31/05/2012,07:02:25,4,,,,,
014-000000048,1136,14,Department of State,Security/Cyber Security Services,2995,,In-Line Network Encryption,"Procures, operates, and maintains Type 1 encryption devices required for the Department of State's classified communications.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,2802,0,0,0,0,2.802,2.802,31/05/2012,07:02:24,5,,,,,
